index,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,comment_box,verify_relationship,verify_relationship:confidence,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
4147,770959522,FALSE,finalized,5,8/15/2015 1:52,"



",no_relation,1,,D000638,amiodarone,D001281,AF,"The primary composite endpoint was 75.1 and 58.8% with dronedarone and amiodarone, respectively, at 12 months (hazard ratio [HR] 1.59; 95% confidence interval [CI] 1.28-1.98; P < 0.0001), mainly driven by AF recurrence with dronedarone compared with amiodarone (63.5 vs 42.0%).",,20384650,20384650_D000638_D001281,20384650_6,bcv_sentence_task_befree_3594,,
4148,770959523,FALSE,finalized,5,8/15/2015 0:18,"



",no_relation,0.6238,,C118667,dronedarone,D001281,AF,"The primary composite endpoint was 75.1 and 58.8% with dronedarone and amiodarone, respectively, at 12 months (hazard ratio [HR] 1.59; 95% confidence interval [CI] 1.28-1.98; P < 0.0001), mainly driven by AF recurrence with dronedarone compared with amiodarone (63.5 vs 42.0%).",,20384650,20384650_C118667_D001281,20384650_6,bcv_sentence_task_befree_3595,,
4149,770959524,FALSE,finalized,5,8/15/2015 0:38,"



",no_relation,1,,D000638,amiodarone,D001281,AF,"AF recurrence after successful cardioversion was 36.5 and 24.3% with dronedarone and amiodarone, respectively.",,20384650,20384650_D000638_D001281,20384650_7,bcv_sentence_task_befree_3596,,
4150,770959525,FALSE,finalized,5,8/15/2015 0:50,"



",no_relation,1,,C118667,dronedarone,D001281,AF,"AF recurrence after successful cardioversion was 36.5 and 24.3% with dronedarone and amiodarone, respectively.",,20384650,20384650_C118667_D001281,20384650_7,bcv_sentence_task_befree_3597,,
4151,770959526,FALSE,finalized,5,8/14/2015 23:42,"



",no_relation,1,,D000638,amiodarone,D001281,AF,"In this short-term study, dronedarone was less effective than amiodarone in decreasing AF recurrence, but had a better safety profile, specifically with regard to thyroid and neurologic events and a lack of interaction with oral anticoagulants.",,20384650,20384650_D000638_D001281,20384650_10,bcv_sentence_task_befree_3598,,
4152,770959527,FALSE,finalized,5,8/14/2015 23:34,"



",no_relation,1,,C118667,dronedarone,D001281,AF,"In this short-term study, dronedarone was less effective than amiodarone in decreasing AF recurrence, but had a better safety profile, specifically with regard to thyroid and neurologic events and a lack of interaction with oral anticoagulants.",,20384650,20384650_C118667_D001281,20384650_10,bcv_sentence_task_befree_3599,,
4153,770959528,FALSE,finalized,5,8/15/2015 2:34,"



",no_relation,0.8156,,D006493,heparin,D013923,thromboembolic,We retrospectively evaluated the effects of heparin use on thromboembolic and bleeding complications after implantation of the HeartMate II left ventricular assist device (LVAD).,,20400335,20400335_D006493_D013923,20400335_2,bcv_sentence_task_befree_3600,,
4154,770959529,FALSE,finalized,5,8/14/2015 22:20,"



",no_relation,0.8164,,D006493,heparin,D006470,bleeding,We retrospectively evaluated the effects of heparin use on thromboembolic and bleeding complications after implantation of the HeartMate II left ventricular assist device (LVAD).,,20400335,20400335_D006493_D006470,20400335_2,bcv_sentence_task_befree_3601,,
4155,770959530,FALSE,finalized,5,8/14/2015 22:09,"



",no_relation,1,,D001241,aspirin,D057049,thrombotic,"In patients receiving the HeartMate II LVAD who were directly transitioned to warfarin and aspirin therapy without intravenous heparin there was no short-term increase in risk of thrombotic or thromboembolic events, and bleeding requiring transfusion was significantly reduced.",,20400335,20400335_D001241_D057049,20400335_9,bcv_sentence_task_befree_3602,,
4156,770959531,FALSE,finalized,5,8/15/2015 2:18,"



",no_relation,0.8121,,D014859,warfarin,D006470,bleeding,"In patients receiving the HeartMate II LVAD who were directly transitioned to warfarin and aspirin therapy without intravenous heparin there was no short-term increase in risk of thrombotic or thromboembolic events, and bleeding requiring transfusion was significantly reduced.",,20400335,20400335_D014859_D006470,20400335_9,bcv_sentence_task_befree_3603,,
4157,770959532,FALSE,finalized,5,8/15/2015 1:16,"



",no_relation,0.7971,,D001241,aspirin,D006470,bleeding,"In patients receiving the HeartMate II LVAD who were directly transitioned to warfarin and aspirin therapy without intravenous heparin there was no short-term increase in risk of thrombotic or thromboembolic events, and bleeding requiring transfusion was significantly reduced.",,20400335,20400335_D001241_D006470,20400335_9,bcv_sentence_task_befree_3604,,
4158,770959533,FALSE,finalized,5,8/14/2015 21:33,"



",no_relation,1,,D001241,aspirin,D013923,thromboembolic,"In patients receiving the HeartMate II LVAD who were directly transitioned to warfarin and aspirin therapy without intravenous heparin there was no short-term increase in risk of thrombotic or thromboembolic events, and bleeding requiring transfusion was significantly reduced.",,20400335,20400335_D001241_D013923,20400335_9,bcv_sentence_task_befree_3605,,
4159,770959534,FALSE,finalized,5,8/15/2015 0:12,"



",no_relation,1,,D014859,warfarin,D057049,thrombotic,"In patients receiving the HeartMate II LVAD who were directly transitioned to warfarin and aspirin therapy without intravenous heparin there was no short-term increase in risk of thrombotic or thromboembolic events, and bleeding requiring transfusion was significantly reduced.",,20400335,20400335_D014859_D057049,20400335_9,bcv_sentence_task_befree_3606,,
4160,770959535,FALSE,finalized,5,8/14/2015 21:40,"



",no_relation,0.7956,,D014859,warfarin,D013923,thromboembolic,"In patients receiving the HeartMate II LVAD who were directly transitioned to warfarin and aspirin therapy without intravenous heparin there was no short-term increase in risk of thrombotic or thromboembolic events, and bleeding requiring transfusion was significantly reduced.",,20400335,20400335_D014859_D013923,20400335_9,bcv_sentence_task_befree_3607,,
4161,770959536,FALSE,finalized,5,8/14/2015 22:17,"



",no_relation,1,,D010100,oxygen,D014474,loss of consciousness,On tracking the course of cerebral oxygen saturation and pilot performance during gravity-induced loss of consciousness.,,20415154,20415154_D010100_D014474,20415154_0,bcv_sentence_task_befree_3608,,
4162,770959537,FALSE,finalized,5,8/14/2015 23:12,"



",no_relation,1,,D010100,oxygen,D014474,loss of consciousness,The aim of this study was to track the course of cerebral tissue oxygen saturation (rSO2) and pilot performance during an episode of gravity-induced loss of consciousness (GLOC).,,20415154,20415154_D010100_D014474,20415154_1,bcv_sentence_task_befree_3609,,
4163,770959538,FALSE,finalized,5,8/15/2015 1:18,"



",no_relation,1,,D003276,oral contraceptives,D010146,endogenous pain,Influence of oral contraceptives on endogenous pain control in healthy women.,,20419369,20419369_D003276_D010146,20419369_0,bcv_sentence_task_befree_3610,,
4164,770959539,FALSE,finalized,5,8/14/2015 22:10,"



",no_relation,1,,D010100,oxygen,D003929,diabetes,Hyperbaric oxygen therapy facilitates healing of chronic foot ulcers in patients with diabetes.,,20427683,20427683_D010100_D003929,20427683_0,bcv_sentence_task_befree_3611,,
4165,770959540,FALSE,finalized,5,8/14/2015 22:12,"



",no_relation,1,,D010100,oxygen,D017719,diabetic foot ulcers,The aim of this study was to evaluate the effect of hyperbaric oxygen therapy (HBOT) in the management of chronic diabetic foot ulcers.,,20427683,20427683_D010100_D017719,20427683_2,bcv_sentence_task_befree_3612,,
4166,770959541,FALSE,finalized,5,8/15/2015 1:49,"



",no_relation,0.8341,,D004298,dopamine,D013981,tic disorders,"While alpha-2 agonists and dopamine antagonists constitute the mainstay of pharmacological agents for tic disorders, advances in neurobiology and psychopharmacology have discovered newer avenues for treatment of tic disorders.",,20459362,20459362_D004298_D013981,20459362_4,bcv_sentence_task_befree_3613,,
4167,770959542,FALSE,finalized,5,8/14/2015 23:43,"



",no_relation,1,,D018698,glutamate,D013981,tic disorders,"Apart from reviewing evidence based literature and recent updates on alpha-2 agonists and dopamine antagonists in treating tic disorders, the review also includes novel treatment approaches such as glutamate modulators, nicotinic agents, antiandrogens and botulinum injection.",,20459362,20459362_D018698_D013981,20459362_5,bcv_sentence_task_befree_3614,,
4168,770959543,FALSE,finalized,5,8/15/2015 1:38,"



",no_relation,1,,D004298,dopamine,D013981,tic disorders,"Apart from reviewing evidence based literature and recent updates on alpha-2 agonists and dopamine antagonists in treating tic disorders, the review also includes novel treatment approaches such as glutamate modulators, nicotinic agents, antiandrogens and botulinum injection.",,20459362,20459362_D004298_D013981,20459362_5,bcv_sentence_task_befree_3615,,
4169,770959544,FALSE,finalized,5,8/15/2015 2:10,"



",no_relation,1,,D004298,dopamine,D013981,tic disorders,"In addition to psychosocial interventions, alpha-2 agonists and dopamine antagonists constitute the mainstay of treatment approaches for treating tic disorders.",,20459362,20459362_D004298_D013981,20459362_8,bcv_sentence_task_befree_3616,,
4170,770959545,FALSE,finalized,5,8/15/2015 0:09,"



",no_relation,1,,D015363,quinolones,D004927,Escherichia,Escherichia coli resistance to quinolones at a comprehensive cancer center.,,20471765,20471765_D015363_D004927,20471765_0,bcv_sentence_task_befree_3617,,
4171,770959546,FALSE,finalized,5,8/14/2015 21:35,"



",no_relation,1,,D015363,quinolones,D009369,cancer,Escherichia coli resistance to quinolones at a comprehensive cancer center.,,20471765,20471765_D015363_D009369,20471765_0,bcv_sentence_task_befree_3618,,
4172,770959547,FALSE,finalized,5,8/15/2015 1:52,"



",no_relation,1,,C059500,Meropenem,D004927,Escherichia,"As part of Meropenem Yearly Susceptibility Test Information Collection/USA Surveillance Programme, we monitored the occurrence of quinolone resistance in Escherichia coli over a 10-year period.",,20471765,20471765_C059500_D004927,20471765_1,bcv_sentence_task_befree_3619,,
4173,770959548,FALSE,finalized,5,8/14/2015 22:17,"



",no_relation,0.815,,C400082,Bortezomib,C562729,esophageal squamous cell carcinoma,Bortezomib sensitizes human esophageal squamous cell carcinoma cells to TRAIL-mediated apoptosis via activation of both extrinsic and intrinsic apoptosis pathways.,,20515944,20515944_C400082_C562729,20515944_0,bcv_sentence_task_befree_3620,,
4174,770959549,FALSE,finalized,5,8/15/2015 2:12,"



",no_relation,0.8367,,C400082,bortezomib/Velcade,C562729,ESCC,We investigated the therapeutic potential of the tumor necrosis factor-related apoptosis-inducing ligand (TRAIL/Apo2L) in combination with the proteasome inhibitor bortezomib (Velcade) on human ESCC cell lines.,,20515944,20515944_C400082_C562729,20515944_2,bcv_sentence_task_befree_3621,,
4175,770959550,FALSE,finalized,5,8/15/2015 0:00,"



",no_relation,1,,C400082,bortezomib/Velcade,D009369,tumor,We investigated the therapeutic potential of the tumor necrosis factor-related apoptosis-inducing ligand (TRAIL/Apo2L) in combination with the proteasome inhibitor bortezomib (Velcade) on human ESCC cell lines.,,20515944,20515944_C400082_D009369,20515944_2,bcv_sentence_task_befree_3622,,
4176,770959551,FALSE,finalized,5,8/14/2015 23:24,"



",no_relation,1,,C400082,bortezomib/Velcade,D009336,necrosis,We investigated the therapeutic potential of the tumor necrosis factor-related apoptosis-inducing ligand (TRAIL/Apo2L) in combination with the proteasome inhibitor bortezomib (Velcade) on human ESCC cell lines.,,20515944,20515944_C400082_D009336,20515944_2,bcv_sentence_task_befree_3623,,
4177,770959552,FALSE,finalized,5,8/14/2015 21:48,"



",no_relation,1,,C400082,Bortezomib,C562729,ESCC,"Bortezomib enhanced the susceptibility to TRAIL in 12 of the 15 ESCC cell lines tested, although most showed low sensitivity to TRAIL as a single agent.",,20515944,20515944_C400082_C562729,20515944_3,bcv_sentence_task_befree_3624,,
4178,770959553,FALSE,finalized,5,8/14/2015 23:26,"



",no_relation,0.8098,,C400082,bortezomib,D003643,death,"However, the increased cell surface expression of death receptors observed on bortezomib treatment did not seem to be crucial for this effect.",,20515944,20515944_C400082_D003643,20515944_6,bcv_sentence_task_befree_3625,,
4179,770959554,FALSE,finalized,5,8/14/2015 22:26,"



",no_relation,1,,C400082,bortezomib,C562729,ESCC,"For some ESCC, bortezomib treatment resulted in a more efficient recruitment of caspase-8 and the Fas-associated death domain to the death-inducing signaling complex.",,20515944,20515944_C400082_C562729,20515944_7,bcv_sentence_task_befree_3626,,
4180,770959555,FALSE,finalized,5,8/15/2015 0:36,"



",no_relation,1,,C400082,bortezomib,D003643,death,"For some ESCC, bortezomib treatment resulted in a more efficient recruitment of caspase-8 and the Fas-associated death domain to the death-inducing signaling complex.",,20515944,20515944_C400082_D003643,20515944_7,bcv_sentence_task_befree_3627,,
4181,770959556,FALSE,finalized,5,8/14/2015 22:21,"



",no_relation,1,,C400082,bortezomib,C562729,ESCC,"For other ESCC, the crucial effect of bortezomib treatment seemed to be increased signaling via the intrinsic apoptotic pathway on subsequent exposure to TRAIL.",,20515944,20515944_C400082_C562729,20515944_9,bcv_sentence_task_befree_3628,,
4182,770959557,FALSE,finalized,5,8/15/2015 0:05,"



",no_relation,0.8213,,C400082,bortezomib,C562729,ESCC,"Thus, bortezomib could sensitize ESCC to TRAIL apoptosis by multiple molecular mechanisms of action.",,20515944,20515944_C400082_C562729,20515944_10,bcv_sentence_task_befree_3629,,
4183,770959558,FALSE,finalized,5,8/15/2015 1:25,"



",no_relation,1,,C400082,bortezomib,C562729,ESCC,"Therefore, the combination of bortezomib and TRAIL might be a novel therapeutic strategy for ESCC patients who fail to respond to standard chemoradiotherapy that predominantly targets the mitochondrial apoptotic pathway.",,20515944,20515944_C400082_C562729,20515944_11,bcv_sentence_task_befree_3630,,
4184,770959559,FALSE,finalized,5,8/15/2015 2:26,"



",no_relation,0.5998,,D012964,sodium,D001145,cardiac arrhythmias,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D001145,20528617_2,bcv_sentence_task_befree_3631,,
4185,770959560,FALSE,finalized,5,8/14/2015 21:51,"



",no_relation,0.5977,,D012964,sodium,D014839,vomiting,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D014839,20528617_2,bcv_sentence_task_befree_3632,,
4186,770959561,FALSE,finalized,5,8/14/2015 21:49,"



",no_relation,0.8097,,D002118,calcium,D012128,respiratory distress,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D012128,20528617_2,bcv_sentence_task_befree_3633,,
4187,770959562,FALSE,finalized,5,8/14/2015 23:30,"



",no_relation,0.8194,,D002118,calcium,D011041,poisoning,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D011041,20528617_2,bcv_sentence_task_befree_3634,,
4188,770959563,FALSE,finalized,5,8/15/2015 1:54,"



",no_relation,0.6094,,D012964,sodium,D018476,coma,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D018476,20528617_2,bcv_sentence_task_befree_3635,,
4189,770959564,FALSE,finalized,5,8/15/2015 2:12,"



",no_relation,0.6281,,D012964,sodium,D011041,poisoning,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D011041,20528617_2,bcv_sentence_task_befree_3636,,
4190,770959565,FALSE,finalized,5,8/15/2015 0:21,"



",no_relation,0.6036,,D002118,calcium,D015746,abdominal pain,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D015746,20528617_2,bcv_sentence_task_befree_3637,,
4191,770959566,FALSE,finalized,5,8/15/2015 2:30,"



",yes_direct,1,,D012964,sodium,D015746,abdominal pain,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D015746,20528617_2,bcv_sentence_task_befree_3638,,
4192,770959567,FALSE,finalized,5,8/15/2015 0:30,"



",no_relation,0.8067,,D002118,calcium,D001145,cardiac arrhythmias,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D001145,20528617_2,bcv_sentence_task_befree_3639,,
4193,770959568,FALSE,finalized,5,8/15/2015 2:11,"



",no_relation,0.809,,D012964,sodium,D012640,seizures,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D012640,20528617_2,bcv_sentence_task_befree_3640,,
4194,770959569,FALSE,finalized,5,8/14/2015 22:44,"



",no_relation,0.7964,,D002118,calcium,D003643,death,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D003643,20528617_2,bcv_sentence_task_befree_3641,,
4195,770959570,FALSE,finalized,5,8/14/2015 21:52,"



",no_relation,1,,D002118,calcium,D014839,vomiting,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D014839,20528617_2,bcv_sentence_task_befree_3642,,
4196,770959571,FALSE,finalized,5,8/14/2015 21:41,"



",no_relation,0.599,,D002118,calcium,D018476,coma,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D018476,20528617_2,bcv_sentence_task_befree_3643,,
4197,770959572,FALSE,finalized,5,8/15/2015 2:11,"



",no_relation,0.8121,,D012964,sodium,D009325,nausea,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D009325,20528617_2,bcv_sentence_task_befree_3644,,
4198,770959573,FALSE,finalized,5,8/15/2015 1:15,"



",no_relation,1,,D012964,sodium,D012128,respiratory distress,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D012128,20528617_2,bcv_sentence_task_befree_3645,,
4199,770959574,FALSE,finalized,5,8/14/2015 22:24,"



",no_relation,0.6111,,D002118,calcium,D012640,seizures,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D012640,20528617_2,bcv_sentence_task_befree_3646,,
4200,770959575,FALSE,finalized,5,8/15/2015 1:03,"



",no_relation,1,,D012964,sodium,D003643,death,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D012964_D003643,20528617_2,bcv_sentence_task_befree_3647,,
4201,770959576,FALSE,finalized,5,8/14/2015 21:43,"



",no_relation,0.4051,,D002118,calcium,D009325,nausea,"Taxine A and taxine B, the toxic alkaloids of Taxus, block cardiac sodium and calcium channels causing nausea, vomiting, abdominal pain, cardiac arrhythmias, respiratory distress, coma, seizures, and death in yew poisoning.",,20528617,20528617_D002118_D009325,20528617_2,bcv_sentence_task_befree_3648,,
4202,770959577,FALSE,finalized,5,8/14/2015 22:38,"



",no_relation,1,,D017311,amlodipine,D020521,stroke,Reduced blood pressure variability in ASCOT-BPLA trial favours use of amlodipine/perindopril combination to reduce stroke risk.,,20532438,20532438_D017311_D020521,20532438_0,bcv_sentence_task_befree_3649,,
4203,770959578,FALSE,finalized,5,8/15/2015 0:08,"



",no_relation,1,,D020913,perindopril,D020521,stroke,Reduced blood pressure variability in ASCOT-BPLA trial favours use of amlodipine/perindopril combination to reduce stroke risk.,,20532438,20532438_D020913_D020521,20532438_0,bcv_sentence_task_befree_3650,,
4204,770959579,FALSE,finalized,5,8/14/2015 21:48,"



",no_relation,0.5989,,D017311,amlodipine,D020521,effective stroke reduction,"Lower within-individual visit-to-visit variability in blood pressure readings in the amlodipine/perindopril combination treatment arm of the ASCOT study has been shown to account for the more effective stroke reduction rate with this combination compared to atenolol and diuretic-based therapies, despite overall similar blood pressure lowering.",,20532438,20532438_D017311_D020521,20532438_1,bcv_sentence_task_befree_3651,,
4205,770959580,FALSE,finalized,5,8/14/2015 23:43,"



",no_relation,0.7809,,D001262,atenolol,D020521,effective stroke reduction,"Lower within-individual visit-to-visit variability in blood pressure readings in the amlodipine/perindopril combination treatment arm of the ASCOT study has been shown to account for the more effective stroke reduction rate with this combination compared to atenolol and diuretic-based therapies, despite overall similar blood pressure lowering.",,20532438,20532438_D001262_D020521,20532438_1,bcv_sentence_task_befree_3652,,
4206,770959581,FALSE,finalized,5,8/14/2015 22:27,"



",yes_direct,0.8232,,D020913,perindopril,D020521,effective stroke reduction,"Lower within-individual visit-to-visit variability in blood pressure readings in the amlodipine/perindopril combination treatment arm of the ASCOT study has been shown to account for the more effective stroke reduction rate with this combination compared to atenolol and diuretic-based therapies, despite overall similar blood pressure lowering.",,20532438,20532438_D020913_D020521,20532438_1,bcv_sentence_task_befree_3653,,
4207,770959582,FALSE,finalized,5,8/15/2015 0:36,"



",no_relation,1,,C026455,Thymalfasin,D006509,hepatitis B,Thymalfasin in the treatment of hepatitis B and C. Thymalfasin exhibited an immunomodulatory and a direct antiviral mechanism of action.,,20536462,20536462_C026455_D006509,20536462_0,bcv_sentence_task_befree_3654,,
4208,770959583,FALSE,finalized,5,8/15/2015 1:33,"



",no_relation,1,,C026455,thymalfasin,D019694,chronic hepatitis B,"It has been suggested that thymalfasin may have efficacy in the treatment of chronic hepatitis B and C. Pilots studies in patients with chronic hepatitis B treated with thymalfasin in combination with interferon or nucleoside analogue, showed a 70% complete sustained response rate.",,20536462,20536462_C026455_D019694,20536462_2,bcv_sentence_task_befree_3655,,
4209,770959584,FALSE,finalized,5,8/14/2015 22:25,"



",no_relation,1,,D009705,nucleoside,D019694,chronic hepatitis B,"It has been suggested that thymalfasin may have efficacy in the treatment of chronic hepatitis B and C. Pilots studies in patients with chronic hepatitis B treated with thymalfasin in combination with interferon or nucleoside analogue, showed a 70% complete sustained response rate.",,20536462,20536462_D009705_D019694,20536462_2,bcv_sentence_task_befree_3656,,
4210,770959585,FALSE,finalized,5,8/14/2015 21:50,"



",no_relation,1,,D012254,ribavirin,D019698,chronic hepatitis C,"Studies in chronic hepatitis C patients, would indicate that thymalfasin in combination with standard or pegylated interferon with ribavirin may improve response rate in hepatitis C virus (HCV) naÌøve and nonresponder patients.",,20536462,20536462_D012254_D019698,20536462_3,bcv_sentence_task_befree_3657,,
4211,770959586,FALSE,finalized,5,8/15/2015 2:15,"



",no_relation,1,,C026455,thymalfasin,D019698,chronic hepatitis C,"Studies in chronic hepatitis C patients, would indicate that thymalfasin in combination with standard or pegylated interferon with ribavirin may improve response rate in hepatitis C virus (HCV) naÌøve and nonresponder patients.",,20536462,20536462_C026455_D019698,20536462_3,bcv_sentence_task_befree_3658,,
4212,770959587,FALSE,finalized,5,8/14/2015 21:48,"



",no_relation,0.7912,,D012254,ribavirin,D006526,hepatitis C virus/HCV,"Studies in chronic hepatitis C patients, would indicate that thymalfasin in combination with standard or pegylated interferon with ribavirin may improve response rate in hepatitis C virus (HCV) naÌøve and nonresponder patients.",,20536462,20536462_D012254_D006526,20536462_3,bcv_sentence_task_befree_3659,,
4213,770959588,FALSE,finalized,5,8/14/2015 22:50,"



",no_relation,1,,C026455,thymalfasin,D006526,hepatitis C virus/HCV,"Studies in chronic hepatitis C patients, would indicate that thymalfasin in combination with standard or pegylated interferon with ribavirin may improve response rate in hepatitis C virus (HCV) naÌøve and nonresponder patients.",,20536462,20536462_C026455_D006526,20536462_3,bcv_sentence_task_befree_3660,,
4214,770959589,FALSE,finalized,5,8/14/2015 23:52,"



",no_relation,1,,C026455,thymalfasin,D006526,HCV,"However, a large phase-III randomized study conducted in Europe in HCV patients nonresponder to Peg-interferon with ribavirin, demonstrated that thymalfasin did not improve the rate of sustained virologic responses, but, in patients who completed therapy, thymalfasin significantly diminished the relapse rate.",,20536462,20536462_C026455_D006526,20536462_4,bcv_sentence_task_befree_3661,,
4215,770959590,FALSE,finalized,5,8/15/2015 0:32,"


HCV stands for Hepatitis C virus, therefore it's not a disease, but a virus
",no_relation,1,,D012254,ribavirin,D006526,HCV,"However, a large phase-III randomized study conducted in Europe in HCV patients nonresponder to Peg-interferon with ribavirin, demonstrated that thymalfasin did not improve the rate of sustained virologic responses, but, in patients who completed therapy, thymalfasin significantly diminished the relapse rate.",,20536462,20536462_D012254_D006526,20536462_4,bcv_sentence_task_befree_3662,,
4216,770959591,FALSE,finalized,5,8/14/2015 23:28,"



",no_relation,1,,C026455,thymalfasin,D019694,chronic hepatitis B,"In conclusion, thymalfasin, in combination with the standard of care, may be helpful as an adjuvant in the treatment of patients with chronic hepatitis B and C.",,20536462,20536462_C026455_D019694,20536462_5,bcv_sentence_task_befree_3663,,
4217,770959592,FALSE,finalized,5,8/14/2015 21:34,"



",yes_direct,1,,D002945,Cisplatin,D020258,neurotoxicity,"Cisplatin is one of the commonly-used chemotherapeutic drugs to efficiently treat malignant tumors in clinic, however, the adverse effects of cisplatin such as nephrotoxicity, neurotoxicity, and hemolytic uremic syndrome are often observed at its clinical doses (approximately 60 mg/m(2)), which limit its broader application.",,20540689,20540689_D002945_D020258,20540689_1,bcv_sentence_task_befree_3664,,
4218,770959593,FALSE,finalized,5,8/14/2015 21:49,"



",yes_direct,1,,D002945,Cisplatin,D006463,hemolytic uremic syndrome,"Cisplatin is one of the commonly-used chemotherapeutic drugs to efficiently treat malignant tumors in clinic, however, the adverse effects of cisplatin such as nephrotoxicity, neurotoxicity, and hemolytic uremic syndrome are often observed at its clinical doses (approximately 60 mg/m(2)), which limit its broader application.",,20540689,20540689_D002945_D006463,20540689_1,bcv_sentence_task_befree_3665,,
4219,770959594,FALSE,finalized,5,8/14/2015 21:44,"



",no_relation,1,,D002945,Cisplatin,D009369,malignant tumors,"Cisplatin is one of the commonly-used chemotherapeutic drugs to efficiently treat malignant tumors in clinic, however, the adverse effects of cisplatin such as nephrotoxicity, neurotoxicity, and hemolytic uremic syndrome are often observed at its clinical doses (approximately 60 mg/m(2)), which limit its broader application.",,20540689,20540689_D002945_D009369,20540689_1,bcv_sentence_task_befree_3666,,
4220,770959595,FALSE,finalized,5,8/15/2015 2:02,"



",no_relation,0.6116,,D002945,cisplatin,D006528,hepatoma,"This paper reviews current understanding of cisplatin-induced erythrocyte injury, and presents our latest finding that a low dose of cisplatin (3.6 mg/m(2)/day, 14 days) could induce specific hemosiderin deposition in spleen of both normal and hepatoma-22 (H22) inoculated Balb/C mice.",,20540689,20540689_D002945_D006528,20540689_3,bcv_sentence_task_befree_3667,,
4221,770959596,FALSE,finalized,5,8/14/2015 22:20,"



",no_relation,0.6024,,D002945,cisplatin,D001201,ascites,This dose of cisplatin significantly inhibited H22-induced acute ascites development.,,20540689,20540689_D002945_D001201,20540689_4,bcv_sentence_task_befree_3668,,
